content,feedback_label
뭐랄까 오페라 안경끼고 배우 손가락 보는 느낌?,1
박스 머리에 끼고 눈구멍만으로 싸움을 보는 느낌?,1
책을 10cm로 초점 흐리게 읽는 느낌?,0
"뭔가 대단한게 일어나는데 이해 못하겠는 것이 ,닝겐의 하등함을 느끼게 해주려는 연출인가",1
신의땁 끝인가요,1
"그 ㅈ간지 우렉마지노가 동네 헬스장 트레이너가 되버리다니,,",1
크게 그리면 상주냐?,1
야이 네이버놈들아 축소해서 볼수있게해달라고 작가가 안하니깐 내가 그냥 축소해서 보겟다고!!!!,0
가주들 하진성이랑 유리 편 먹고 덤비면 비벼볼만 하겠는데 진짜 궁금하다 웅장해진다.......,1
그러고보니 왕난이는 잘지내고있나,1
내리는데 손가락만 겁나 아픔,0
ㅋㅋㅋㅋ이 모양인데도 아직도 대깨신이 서식하고 있다는게 소름이네,1
그림 그리기 귀찮았나 ㅡㅡ 노답이네,1
다 죽고 끝내면 되는건데 우렉 눈치없네,0
저 불꽃 없으면 상대도 안 되는거네,1
트로이메라이가 훨 쎄구만??,1
정주행 몇번이나 했던게 부끄러움..,1
그냥 팬타미넘이 탑 개작살 내고 다니는게 더 재밌을듯,1
역시!,1
노잼,0
그래서 단절이 대체 뭐죠?,1
샹크스 현현해서 전쟁끝내먼될걸 어렵게가냐,0
이젠 싸우는장면 그냥 넘김 ㅋㅋㅋ 마음속으로는 그냥 (음 싸우고있군),1
그림못그리는거 감추려고 진짜 확대 오지게하네 ㅋㅋㅋㅋ 작작좀해라 제발,0
결국엔 마지노가 망친거네 ㅅㅂ,1
ㅋㅋ 몆페인지는 모른겠는데 효과음에 음염주는게 ㅋㅋ 맞냐? ㅋㅋㅋㅋㅋㅋㅋㅋ,0
구스트앙 이윽고<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<성시경 이윽고,1
걍 ㅈㄴ재미없다,1
이정도면 권리금설이 맞는거같기도하고..,1
스크롤 길이는 긴데 대부분의 내용이 콰가가가가 파파파파파파파 화아아아아아악 이런건데 뭔지 알아보기도 너무 힘들어요.,0
댓글 안달고 그냥 보는편인데 첨으로 달아봅니다.,1
그림 더럽게 못그리네,0
별 0점은 없나요 ;,0
난잡하군,0
랭커들보다도 못한 십가주들 싸움 ㅋㅋㅋㅋㅋ,1
야이 그림작가 시키야 색칠공부하냐,0
이 따위로 하고 올리냐 양심 없는 시키,1
"쾅쾅, 쳇 이런 이란 내용으로 몇주째 하는건지...",0
내용도 중구난방이고 재미도 없고 가주끼리의 무계감도 없고.....,0
재미도 감동도 없는 내용 그만..............,0
이만큼 꿀빠셨으면 그만 빠셔도 될거같아요,0
3부 50화보다 느낌이 쎄해서 왔는데 그림체 무슨일인가요?,0
내가 웹툰은 쌍안경으로 보는건가,1
"ㅋㅋㅋㅋㅋㅋㅋ이번 화로 가주들 포지션 x박아버림구스트앙 템빨러, 능력 없음",0
"트로이메라이 소환술x, 제령술+연금술 네크로맨서 블라썸 탑내 최강 불쟁이 연이랑 타이틀 없음*탑내 최강 불쟁이 타이틀 뺏김) 블라썸이랑 연이랑이랑 현피 뜨고 최강 불쟁이 가려야 됨",1
근데 웃긴건..,1
그간 십가주는 거의 불가침 신성 별처럼 묘사하고 모두 탑의 인간은 눈짓으로 죽일것 같았는데...,1
십가주 싸움이 하이랭커보다 못 한건 둘째치고 한 층 붕괴도 못 해?,0
가주급이 붙으면 층 붕괴 감안해서 관리자가 개입해야되는거 아님?,0
우렉이 말릴게 아니라 관리자가 증재 해야하는거 아님?,0
만화가 재미가 없어져서 그런가 우렉외모까지 너프돼보이네,0
제발 누가 구스트앙좀 죽여줘 ㅈㄴ꼴배기싫다,1
그냥 이만 완결내자,0
블라섬이 누구였지ㅠㅠ,1
1년만에 보니까 기억이 안나네,1
그럼 블로섬이 저 둘 보다 훨씬 센거임?,1
작은 불티 하나로 히든카드에 트로이메라이가 버티기로 일관하네...,1
마지노 왜이렇게 맹해졌지..,0
대체 몇달을 싸우는거지..,1
님 전투씬 드럽게 재미없게 그리니..,0
대층하고 스토리로좀넘어가요,0
세계관최강자들 싸움이 이렇게 노잼인건 모든만화 통틀어 최초인듯,0
우레가 손잡고 같이 자폭해라 니들 의미가 없다,1
양만 드럽게 많네,0
ㅋㅋ마지노 언제 말리러 나오나 했더니 마지막 내용 0,1
뭔 내용인지 전혀 모르겠다..,0
그저 스크롤만 내릴뿐....,1
오랜만에 갓핑크 정주행 중인데 갓핑크 보다가 신의 탑 보니 신의 탑 작화의 정신없음이 더 도드라져 보인다.,0
갓핑크 보고 공부 좀 해라.,0
좀나아지나 싶었다...,1
근데 다시 눈아파 디지거엇네,1
난 이 연출 좋은데 왜 난린지 모르겠음,1
그냥 빨리 한 명 죽여라 ㅋㅋㅋㅋ,1
차라리 소설로 글만 쓰자,0
"그림을 크게 그릴 게 아니라 해상도를 높여서 스케일 키워야 되는데, 작가님 힘드ㅛ",0
스크롤 내리는 것도 힘들다...,0
진짜 독자 괴롭히는 것도 가지가지네,1
지금 시우작가는 윤석열 수준이다.,1
아 제발 좀 그림 좀 쳐 그리지 말고 이럴꺼면 대사만 써줘,0
재밌는데 억까 ㄴㄴ,1
이 웹툰은 그때 나와서 이만큼이나 성공했지,1
요즘에 나왔으면 성공못했을듯 전투씬 개 ㅈ망에 고구마 ㅈ나퍽퍽한거 한입에 우겨넣은기분,0
이 세상이 '막판'에 이르렀을 때 ㅋㅋㅋㅋ,1
"뭔 그림인지 하나도 이해가 안 돼서, 이제는 그냥 그러려니 하고 넘어 간다... ㅉㅉㅉ",0
열심히 그렸을 텐데 무슨 상황인지 하나도 이해 안 되는 거보면 연출력 진짜 늘지 않는다...,0
돈은 또 잘 버시니까 고집만 있으시고.,1
정주행중인데 그림체가 왤케 많이 바뀐거지ㅜㅜ,1
지난주에 우렉마지노 등장했는데 마치 처음 등장한것처럼 !,1
저 녀석은 우렉마지노!,1
이건 뭐지....,1
알바생들 좀 스토리 설명좀시켜라..,0
콰과과과과과 만보였다,1
아마테라스,1
아니 저지랄하면 관리자 안나옴?,0
아니 ㅋㅋㅋㅋ 옥비 뭔가 가주들도 싹 다 잡을만큼 강하게 소개 해놓고 그냥 회초리임 ㅋㅋㅋ,1
근데 구스트앙 무기를 옥비 말고 다른걸 안 써 ㅋㅋㅋ,0
어느순간부터 노잼 웹툰 됐네!!,0
이해가안되네 ~,1
뭔 내용인지모르고 그냥 내리고만 있엇네 ......,1
구스트앙은 왜 신원류를 안쓰냐,0
블로섬 불꽃 없으면 또라이메라이가 더 쎄보임,0
아 분량이 많아도 이걸 보라고 그린건가 ㅋㅋㅋㅋㅋ게다가 우렉 눈치 ㅈㄴ 없네,0
오늘은 전보다 알아보기 쉽지 않았나 억까가 심하네,1
그래도 이전까지는 어떻게든 알아보면서 봤는데 이번꺼 초반부는 아직 못알아보겠다,0
파도잡이는 오데같너?,1
아무리 설정 개나 주버린 상황이라지만..,1
신원류 같은거 안쓰니??,0
주특기가 판사봉은 아닐것 같은데??,1
어떻게 이 웹툰이 압도적으로 재미없을수가있지? ㅋㅋ,1
가장 재미있었는데 걍 휴재해,0
역동감x구도x재미x스토리x 뭐 OOO,0
와우...,1
작화 ㄷ ㄷ ㄷ 오랫만에 옛날맛 나네요.,1
계속 이랗게 화이팅해주세요,1
작가님!,1
이게뭐람,1
진짜 초딩도 이런 대사는 안칠듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
처 맞을때 마다 커헉커헉 거리네 개추충들 하고 다같이 목따버릴까보다,1
근데 밤 왜케 못생겼냐,1
명언,1
저런 집착 조금은 있는것도 나쁘지 않은데 뭘 모르네,1
여태 안 위험 했었냐?,1
옛날....,1
이화를 결제전 두근두근한 마음으로 봤던기억이 있소...,1
그때가 그립다,1
내가 엄청 안보긴 했는데 밤이 초반부 잡아먹은 기연들만 읊어도 저런 황소수인은 새끼손가락으로 코파다가 코딱지 퉝겨도 박살내야 정상 아니냐?,1
밤아 너프빔을 얼마나 처맞으면 가시에 가주들어린시절과도 맞짱뜨던 니가 아직도 수인이 낸 긴칼에 부상을 당해?,1
작가 뇌에 셀프너프빔맞았냐?,0
2부 초반에서 하차했는데 줄거리 요약 좀,1
이젠 역겨웁기까지 하네,1
진짜,1
진짜 하차해야 겠다.,1
"초딩들이나 다툴법한 이유로 싸우고 있어니, 뭔 상관이냐 싶다.",1
"박진감, 씬에서 나오는 서사.",1
그냥 쓰레기통에 던져 두었나.,0
I,1
별점은 1점이 달콤하징 데헷,1
노력을 해봐라 휴재 뭐 달라지냐,0
저거줜나몬생겼네,1
작가새킨 독자에 대한 배려가 1도 없는거임,0
그냥 돈이나 아득바득 버는 수단이지 예전 시우 작가는 이미 팔아 넘기고 도망감,1
그냥 ㅈ같다,1
이젠,1
변함없는 발암=밤..,1
스토리전개..,1
젠장 난 비정상이었군 이번화 신의탑 치곤 괜찮았다고 봤는데....,1
아 진짜 전투씬도 개별로고 굳이 등장하지 않아도 되는 쓸데 없는 인물들을 계속 만들어대고 또 궁금하지도 않는 과거 이야기에 누군가 제대로 싸움을 끝낸적도 없고 자꾸 누가 끼어들고 아 진짜 개 난잡하네,0
엔키두를 통해 알게된 정보들이 나만 재밌는기...,1
밤은 언제나 멍청멍청,1
바리는 어디 끓여 먹었냐?,1
그걸왜 맨몸으로 다쳐 맞고이낭.....,1
의태해서 막아야지 배운거 다 안쓰고 머함?,0
말하고 싶은게 도대체 뭘까 존나 역겹다,1
지난10년을 웅장하게 봐왔던 웹툰이 내 코인보다 더 지하실 뚫고 갈줄은 상상도 못했노,1
이제 두번다시 안본다,0
개역겨운 웹툰 잘가라~!,1
밤 포지션은 파도잡이가 아니라 상담사 아니냐.,0
풍둔 아가리술이 나루토 급이네,1
엔키두인지 엔귀두인지 뭐 이렇게 주저리 주저리 말이 많은거지 제발 좀 죽어라,1
이제 앤키두한테도 호각이구나..,1
질질끄는거 하나는 탑이다 탑,0
ㅈ같은 게임과 ㅈ같은 전투씬은 여전하구나ㅋㅋ,0
발전이 없누,0
내가 초딩때 이걸 봤으면 재밌게 봤을텐데...,1
역시 디스는 쿤 ㅋㅋ,1
시우 탄핵시켜라,1
👍,1
ㅋㅋㅋ이렇게 폭망했는데 후빨하는 대깨들이 있네,1
ㅋㅋㅋ그와중에 악성 대깨는 하나하나 답글로 💩글 쓰고 ㅂㄷ대는데 ㅈㄴ웃김ㅋㅋㅋ,1
그냥 이제는 개연성도 없고 뭔소린지도 모르겠다.,0
진짜 애새끼가 그리는거 같네,1
"신의탑만의 독보적인 스토리와 그림체는 어디로 가고,....",0
"눈만 아프고, 낙서보다 못한 액션씬만 난무하는 신의탑..",0
안타깝고 또 안타깝다.,1
욕할 필요도 없는 최악의 웹툰,1
별점 0점은 없나요?,0
엔키두 게이게이야.....,1
진짜 조오~~~~~~~~~~~~\\ㄴ나 유치하다.,1
"캐릭터 모션 액션씬 자세,초딩같은 대사등등 신의탑이 왜 이렇게 됐을꼬....",0
시즌1부터 애정으로 보고있지만 진짜 안타깝다,1
시우는 윤석열마냥 고집이 심하다,1
우린 친구가 맞는거지..??,1
호구 아니지..?,1
내일 미리보기 안올라오면 헌법재판소에 신고합니다,1
⚖️⚖️,1
정으로본다,1
작가바낌?,1
망해라 노잼이다,1
이거 아직도 하냐,1
14년동안 연재를하고있네,1
0 점 주고 싶다 ㅋㅋㅋ,1
3년 좀 안되게 묵힌거 몰아서 다봤다.,1
왜 아직도 가주전쟁이 안끝나있는거야 ㅋㅋㅋㅋ,1
별점은 답을 알고있G,1
"진짜 주변인들 아무도 안본다해도 정으로 어떻게든 보려 하는 독자였으나, 그림체가 도저히 이해가 안갈정도로 이상하게 그린다는 말만큼은 안하려고 했습니다.",0
모바일로 보는데 이상한 잡다한 이펙트만 많아서 칼 인것도 집중해서 컷을 내리지 않으면 인지를 못하겠어요 간결하게좀 그려주세요,0
다음주꺼 보고도 고쳐지지 않으면 전 포기할게요 부탁드립니다,0
요번에 막 나쁘지 않은데?,1
이게 지금 네웹인지 레진인지 비엘물을 잘 못 눌렀나 했다..,1
하 ㅋㅋㅋ 하다하다 ..,1
이런 넝마가 되어버린...,1
이제 그만 연재 종료가 나을것 같습니다..,0
응원합니다,1
요즘 제 최애입니다.,1
캐릭터매력 네이버웹툰 최강!!!,1
아니 근데 이정도면 작가가 거의 혼자서 별점으로 주식그래프 만들기 하는거 아니냐?,1
최강전설 강해효vs신의탑=?,1
ㅋㅋ 친구 이니라니깐,1
제대로 긁히네,1
이럴꺼면 쿠데타 일으켜서 시우 납치해라,1
니늬늬💙💙니늰디,1
니늬늬💙💙니늬늬💙💙,1
신의탑은 50% 축소해서 보시면 보기 편합니다.,0
컨트롤키 누르시고 마우스 스크롤키를 내려보세요.,1
근데 가주 둘이 이미 붙었는데 체스 모으기가 의미가 있냐?,0
유치해...,1
이 편은 은근 재밌는데 10가주 과거 이야기라 그런가.,1
우렉을 기대하고 쿠키 구웠으면 아쉽겠지만..,1
스작 구하자,1
스토리 진짜 덜 떨어졌네..,0
니얼굴부레옥잠,1
신의 탑= 붉은 매 장편?,1
낮은 별점 회차를 찾아보는 재미가있어이 물론 댓글만 읽지만,1
쿤이 친구라고 하니깐 사기 같에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"엔키두 : ""카무사리""",1
스크롤이 이렇게 길면서 욕먹는거 좀 억울하지않냐,1
시우작가야,1
뇌 빼고 보면 볼만하네,0
대한민국 시우 지금까지 뭐햇노 이기야!,1
나도 연재초기 신의탑 보고 지금까지보고 했는데..,1
심심하면 1화부터 다시보고 애니결제해서 보고..,1
뺑뺑이 시키고 했는데..,1
거 작가라는 사람 지금까지 뭐햇어.,0
"자기 작품,떡밥회수.",1
"자기 독자 만족하나 해줄수 없는 스토리 맨들어놔놓고 나 신의탑 작가요, 나 네이버웹툰 전설이요..",0
그렇게 신수달고 꺼드럭거리고 말았단 얘깁니까?,1
그래서 독자가 비판하면 대깨신들 줄줄이 모여가서 성명내고..,1
자기가 직무유기 아닙니까?!,1
부끄러운줄 알아야지!!,1
우리 신의탑 독자들 밖에나가면 잘해요.,1
경제도 잘하고 문화도 잘하고 자동차도 잘만들고 영화도 잘만들고 배도 잘만들고 휴대폰도 잘만드는데 왜!,1
신의탑 작가는 옛날만도 못하단 말입니까!,0
그림체 왜이래?,0
이상한 웹툰이 되어버렸네요 ㅋㅋㅋ,1
아오 자왕난을 왜 공기로 만드냐고 작가야2기 애니보고 나니까 자왕난 공기화가 더 이해가 안돼는걸????,0
감사합니다,1
작가님,1
그림 꼬라지 왜 이런거지…,1
베르세르크도 최선을 다해 움직입니다.,1
설령 원작자가 안계셔도 그러므로 더욱 더 신중하다구요.,1
무언가를 배출하는 사람은 소비자에게 민폐를 끼치던말던 똥을 쳐맥이던말던 그런 ㅈㅂ같은 마음으로 그림을 그리니까 이 지경이 된건가요 .,1
얼마나 더 똥으로 가는지 지켜보고싶어서 보고있읍니다.,1
진짜 트로이메라이랑 아낙이랑 무슨 관계인지 궁금하네눈동자문양이 같은 이유가 뭘까...,1
쟤네는 왤케 다 배만 저렇게 찢어지지...,1
공산주의자 트라이메라이,1
진짜 드럽게 재미없네,1
작화 진짜 못봐주겠네 누가그렸냐??,0
신의탑 맛간 건 정확히 그 군단장 누구더라 남자 그시점부터였음,1
군단장vs하진성 에피소드 무렵 당시 지옥열차까지만해도 이렇지 않았다,1
요새 왜이리 노잼이냐..,0
이런 댓글들이 스멀스멀 올라왔었는데 그때 장기휴방 때리고 이후로 쭉 내리막,0
얘 또 어디갔냐......,1
그새 또 run,1
이유는 없다 1점 주러 왔다.,1
"하지만 예상보다 더 재미 없군,",0
평점이 마치 지금 나의 주식을 보는 거 같군요..,1
요새 사람들 쿠키 굽는게 적어지니까우렉 한번 등장시켜서 쫙 빨아먹는거지뭐..,1
작가가 너무 돈미새임ㅋㅋㅋ,1
인간과 짐승을 섞어 키메라를 만들다니...,1
트로이 오니쨩...,1
아소보...,1
걍 제발 3부 극초반 빼고 다시 그리는게 나을 거 같음,0
내가 초반까지는 정말정말 좋아하는 작품이었는데ㅠㅠ 몇번을 다시 보고 다시 봤는지 기억도 안 날 정도로 좋아하는 작품이었는데 어쩌다가 이렇게 됐지 ..,1
빨리 캐슬보고싶당,1
안타깝다..,1
이제 그만합시다,1
피해망상 오지네,1
"밤은 아직도 줘터지고 다니기 바쁘고, 가주들에 비하면 벌레일 뿐이고",1
근데 독자라는 '친구'는 안중에 없음?ㅎㅎ,0
휴재땜에 7주전에본거 또 보러왔네 휴 ㅋㅋ,1
아니 내가 초등학교 저학년때 시작해서 20대 중반이 다 되도록 완결이 안났네 ㅋㅋㅋㅋㅋ,1
대단하다 ㄹㅇ,1
그 놈의 '트로이메라이씨' ㅋㅋ,1
호랑이할배랑 사이좋게 초장기휴재,1
심해두보다 못생긴게 오래도나오네 수박,1
휴재 7주전~,1
진짜 드럽게 재미없네,1
요즘 신탑보면 간만에 럭키짱 보는 느낌난다...ㅋㅋㅋ,1
컨셉이 완전이 바뀜;;;;;;;,1
에휴 cba 고구마만 몇년째냐??,0
참 해맑네 ^^,1
분명 3부 초반 신탑이 본격적으로 욕을 먹기 시작할 때..,1
"자하드랑 체스 두는 것 아니냐는 댓들이 있었는데, 이번화를 보니까 정말 체스 두고있네",1
"애들아 욕하지마라,이제 작가가 개선하겠단다.(독자 의견)",1
옆동네 귀마특 용두용미로 완결난거 보고있다가 네이버 와보니 한숨 나오는 신의탑..ㅋㅋㅋ,1
그냥 빨리 완결짓고 끝내라..,0
욕이라도 덜 먹지,1
왜 글자에 크기에 대해선 아무도 얘기하지 않나요?,0
글자에 크기에 따른 의미에 다른 부분은 아무도 모르시는 건가요?,0
아니 저놈의 체스말은 우주를 구할 물건이여 머여ㅋㅋ 가주 치고박고 싸우고 우렉까지 나와서 초토화될 분위긴데 게임 이지랄 ㅋ,1
왜케 대사가 영어 직역한 느낌마냥 어색하냐,0
자왕난 숨층 스토리부터 풀어라 작가야,0
진짜,1
그니까 트로이메라이의 죄와 숙원은 세상을 수인투성이로 만드는 신사적이고 이상적인 낙원화 계획이였다는건가...?,1
한 10년만에 온것같은데 아직도 하고있노 ㅋㅋㅋㅋ,1
베댓은왤케 화나 있고 ㅋㅋㅋ,1
시우 친구 있냐?,1
친구가 있었으면 이딴거 연재하라고 하지 않겠지,1
댓글들 징징거리는게 꼭 여의도 집회를 보는거 같음,1
내 인생 최고의 개 쓰레기 웹툰 👍🏻,1
진짜 신의탑에는...,1
댓글 거의 안 달았었는데...,1
이젠 달아야 할 것 같습니다...,1
묵혔다가 봐야 할 것 같아요....,1
정말 침고 참고 쿠키 참고 한달 정도 안보고..,1
그냥 무료로만 봐왔는데...,1
그것마저 이제 힘들지경...,1
미안합니다,1
작가님...ㅠㅠ,1
쿤이랑 라크 나오면 진짜 좋아요,1
진짜 너무한거 같아서....,1
요즘 안보고 그냥 스크롤을 내린다....,0
왜이래,1
진짜...,1
그림체는 난잡하고 스토리는 너무 정신없고;;;,0
내가 알던 시우는 몇년전에 죽었다..,1
지금 시우 대신 누가 스토리 쓰고있노ㅉㅉ,1
욕설 남발에 그림체는 떡 같고 스토리는 산으로 가고 어이가 없네,0
이 정도면 작가는 행방불명이고 연재는 해야되니 비슷하게 잘 그리는 사람 데려다놓고 연재하는거 같은데,0
그림빼고 스토리만 올려주세요,0
그림은 상상하는게더좋을듯,0
근데 그 기준이면 밤도 친구 아닌듯ㅋㅋ 지맘대로ㅋㅋ,1
단행본17권 출간이 중요한게 아니라 뭔가 스크롤은 엄청 긴데 내용이 없음,0
미리보기 별점 높은데 떡상했나요,1
선발대분들?,1
이젠 댓글만 보고 뒤로 감,1
되지도 않은 게임은 이제그만 끝내자파도지기 창지기 하던시절은 어디가고 체스말잡기나 하고잇냐 가주치트키 썼으면 잘써먹던가 되지도않은 확대컷으로 스토리만 산으로가네,0
엔키두 전력은 뒤마보다 반수 아래쯤이고 악어랑 쿤은 일반 랭커쯤 되려나?,1
"근데 몇화전부터 쿤, 밤 왜 벌컵되어있는건가요?",1
그냥 소설로 가자 웹툰은 재능이 없다,0
그러니까 이 모든 일의 원흉이 엔키두 이새끼라는거지?,1
"점점 더 스토리가 어디로 가고있는지도 모르겠고 전투씬보다 쓸데없는 대화, 화상이 너무 많고",0
카무사리,1
역겨워라 앤키두 동성애잖아?,1
조명가게도 구역질나게 동성애코드 넣었던데 앞으로 대한민국도 pc천국 게이가 되는건가,1
쯧/,1
아~~ 쿠키 안내고 보니까 속이 편안 하다 ~~,1
개돼지 탈출은 지능순,1
스토리 상으로 체스 시작한지 며칠 안된거죠?,1
이상태면 언제 끝나려나,1
다 참겠는데 대사랑 표정이랑 안맞는 수준의 작붕은 못차겠다,0
진짜...,1
잘못된길을 가는 웹툰에게 별점1점을 주는것도 친구겠지,0
콰 아 아 아 앙,1
친구 운운 ㅈㄹ하는거 개유치하고 ㅈ노잼,0
매주 별점 1점 주러 온다.,0
유치하고 재미도없고 뭔내용임?,0
친구의 정의 알리는 교훈웹툰임?,1
핵이 선녀다,1
그 연예인 하던애 아닌가,1
조슨 없는데 죠스로 보이냐,1
니.,1
ㅋㅋ. 조또없으면서.,1
http://www.taktok.com/search?q=%dds23%ECC%91 구세라가 누른 링크,1
딥페이크...,1
괜찮을지더,1
얘는?????,1
첨보는 앤데??ㅋㅋㅋㅋㅋ,1
.,1
아니 너어어는!!!,1
학생이잖아?!,1
이런 허무한건 아니길..,1
"현 한국에서 학폭에 대처하는법 : 1. 대놓고 가해자얼굴에 염산뿌리기, 2. 가해자 음식에 과량의 수면제 타기 3. 가해자가 폭력을 행사할때 칼로 찌르기",1
어...,1
뭘까 누굴까?,1
맨날 휴재 처하노,0
어 교.,1
조.,1
챌 어디서 왔는지 알았다심소린!,1
미리보기가있는데 대체 미루는 이유가 뭐에요?,0
진짜 이해가안되서 그럼,1
근데 요새는 왜 휴재 이유도 안 밝히냐?,0
이러는게 한두번도 아니고 계속 저러는거보면 진짜 점점 열받는다....,1
휴재해서 죄송하다고 하거나 사유라도 직접 공지해주는게 작가로서 도리라고 생각이 안드냐??,0
일주일 내내 기다린 독자들을 진짜 무슨 개호구로 아네ㅋㅋㅋㅋㅋ 어이가 없어서 진짜,1
이 웹툰은 휴재 겁나많이하네,0
일부로 쿠키쓰게 만드는건가 휴재만 몇번쨰임,0
미리보기에서 하나 풀어야지 휴재때 매번 쿠키쓰면서봤는데 이젠 그냥 안쓸란다,0
뭐야,1
휴재....?,1
그래도 옆동네 초인물 그리는 섭이보단 낫잖아,1
세이브 원고가 아닌 거냐 ㅋㅋ,1
휴재때 펑크 안날려고 미리보기 웹툰 있는거 아니야? ㅋㅋ,1
아는 년인가,1
미리보기는 도대체 왜 안품?,0
쿠키 빨때만 쓰냐?,0
렉카 웹툰 주제에 웬 휴재,0
이웹툰은 휴재 겁나게하네,0
1위찍어놓고,1
누군데...,1
이럴려고 미보있는줄 아는사람있을꺼같아서 댓글담 미리보기는 말그대로 다음이 궁금하면 미리보기위해 돈을주고보는거지,1
휴재할려고 미보를푸는게 아니잖아요,0
그리고 그리궁금하면 300원 주고보시고요,1
휴재 너무 자주한다 ㅋㅋ,0
아니 무료본은 왜ㅜ안푸세요?,0
아니 누구냐고?,1
휴재는 또 머야,1
휴재면 미리보기만 휴재해라 ㅡㅡ,0
그와중에 구세라 내가 죠스로 보이냐,1
이러면서ㅈ은 없어 이러네ㅋㅋㅋㅋ,1
ㅅㅂ내일월요일인데내월요일누가참교육해주냐..,1
뭔일인데..?,1
딥페이크는 또 뭐고??,1
구글에 검색해도 뭐가 없는데?,0
작가님 만잘알이시네,1
한림이 딥페이크 더주세요,0
휴재라니요ㅠㅠ,1
미리보기 타이밍이 1주씩 밀렸네왜 휴재인건가요,0
아 왜그래요,1
진짜,1
나만갑자기휴재뜸?,1
그래서 누군데,1
잠재적 딥페이크 가해자들 개많네 ㅋㅋ,1
역겹다,1
그래수 한림이 사진은 공유하자,1
걔는?,1
누군데?,1
아 현실에서 저런 가면을 쓰는거였어..?,1
금방 잡힐 것을 왜 하는지...,0
이번소재는 동덕여대임?????ㅋㅋ,1
구세라 링크 누를때 스미싱인줄..,0
어려분 이상한 링크 누르면 핸드폰에 있는 모든 정보가 털립니다.,1
조심하세요.,1
ㅎㅎㅎ,1
잼네 ㅋㅋㅋㅋㅋㅋㅋ,1
ㅁㅊ ㄴㄱ야,1
작가가 그렸으니깐 그것은 딥페이크가 아니라 사실과 다름이 없다,1
참교육,1
ㅈ은 없다는 거 도랐나 ㅋㅋㅋㅋㅋㅋ,1
나화진은 이미 어딨는지 층수 세고있는거 같은데,1
보고가요!,1
임한림은 딥페이크네 ㅋㅋ,1
이치고?,1
ㅎㅎㅎ,1
댓글들 진짜 ㅋㅋㅋㅋㅋㅋ 가관 남초 수준,1
한림눈나..,1
구세라가 죠스로 안보이면 임한림?,1
나태진????,1
누가 죠시냐 ㅋㅋㅋ,1
생각없이 라카칠하는 것들이 대가리 꽃밭이긴 하지..,1
동덕여대애 가해자들부터..,1
반대다는 새기 애새기도 라카칠하다 잡혀간다,1
분석력좋네,1
구세라는 직접 공격한거보니 교권국중에 제일 약해보였다는거니까 실제로도 그렇고,1
아 여기서 끊으시다니 ㅠㅠ흑흑,1
저거 걔인가 가출청소년 어른,1
막컷에 나온 여자 한참 전에 헬퍼에서 나왔던 여자 같은데,1
누구냐누구냐누구냐ㅜ,1
예고 썸넬 턱 긴거 보니까 전에 청소년 애들 성매매 하던 그 여자 아님?,1
아 진짜 누군데ㅠㅜㅠ누구뉘ㅣㅝㅡㅜㅜ,1
ㅗㅜㅑ,1
임한림ㅇㄷ,1
와후,1
아니 그래서 찍은 사진은?,0
상금말하는거보니까 일부로 돈걸고 교권국 조지기 챌린지하는듯,1
근데 나화진 학교 주위에서 흡연 아님....?,0
요즘 굳이 저렇게 어렵게안해도 cctv로 동선다따면 금방 잡으니까 남의 물건 파손하지마십쇼,0
교조첼이 교권국한테 조져지기 컨탠츠 인듯,1
여기서 자른다고???,1
장사 잘하네,1
작가양반..,1
와 보소,1
얘는?,1
누군데?,1
ㅋㅋㅋㅋ 세라는 ㅈ은 없고....,1
씹은 있지...,1
씹으로 본거야,1
학교에서 웹툰을 보는데 되게 쫄립니다...,1
다음화요,1
ㄴㅇ0ㅇㄱ 상상도 못한 정체,1
은밀한 일상은 좀 보고싶네,1
적가님 이렇게 서비스씬을 주시네ㅋㅋㅋㅋ,1
압도적 감사!,1
개과천선 한줄만 알았던 애들이려나?,1
웹툰 구세라 인줄,1
누군가가 교도챌에 상금걸어서 지금까지 교권국한테 당했던 놈들이 복수하는 시나리오 같은데ㅋㅋㅋ,1
뭘 위해서 저리하나,1
찐따들이 잡힐까봐 쫄려서 얼굴 가리는 꼬라지ㅋ,1
누누누누구세요..?,1
누군데???????????????,1
뭐~~,1
끈는거 예술이네 몰아서 봐야지,1
이런거에 쿠키쓰는 사람들있겠지??,1
있을거야 호구되는거죠,1
와 씨 여기서 다음 화라니 ㅋㅋㅋㅋㅋㅋㅋ,1
임한림이 딥페이크에 빡친 이유는 딥페이크 합성으로 몸매 너프당해서임ㅋㅋㅋ,1
오.,1
역시 계획이 다 있었군.,1
딥페이크는 엄한 처벌을 받아야함...,1
솜솜이들??,1
쟤들 대장전 보면 교권국에게 덤빈다는 생각 뇌에서 삭제 될탠데,1
.,1
누구야?,1
아는 애들이야?,1
인생은 구세라처럼.,1
뭔가를 당하면 복수하기,1
흠 이렇게 안끊어도 내용만 재미있으면 볼텐데...,0
에효,1
누구지?,1
세라랑 카톡하는거백준수인가,1
얘는?,1
스펀지밥 친구 💩인데요?,1
국가와 전쟁을 선포한다,1
민주당윈이네,1
