no,appId,episodeId,userName,content,score,at,M_Label,M_Score
105,183559,647,a torn in the ocean,컨셉이 완전이 바뀜;;;;;;;,1,2024-12-17 00:11,offensive,0.65
106,183559,647,오딘,에휴 cba 고구마만 몇년째냐??,1,2024-12-16 23:21,hate,0.8
107,183559,647,우야우야,참 해맑네 ^^,0,2024-12-16 23:04,offensive,0.68
108,183559,647,ser,분명 3부 초반 신탑이 본격적으로 욕을 먹기 시작할 때..,3,2024-12-16 22:42,offensive,0.66
108,183559,647,ser,"자하드랑 체스 두는 것 아니냐는 댓들이 있었는데, 이번화를 보니까 정말 체스 두고있네",3,2024-12-16 22:42,offensive,0.5
109,183559,647,박명수아,"애들아 욕하지마라,이제 작가가 개선하겠단다.(독자 의견)",-1,2024-12-16 22:35,offensive,0.46
110,183559,647,zz****,옆동네 귀마특 용두용미로 완결난거 보고있다가 네이버 와보니 한숨 나오는 신의탑..ㅋㅋㅋ,1,2024-12-16 22:27,offensive,0.53
110,183559,647,zz****,그냥 빨리 완결짓고 끝내라..,1,2024-12-16 22:27,clean,0.5
110,183559,647,zz****,욕이라도 덜 먹지,1,2024-12-16 22:27,offensive,0.61
111,183559,647,angl****,왜 글자에 크기에 대해선 아무도 얘기하지 않나요?,0,2024-12-16 22:21,offensive,0.63
111,183559,647,angl****,글자에 크기에 따른 의미에 다른 부분은 아무도 모르시는 건가요?,0,2024-12-16 22:21,offensive,0.61
112,183559,647,남쪽하늘,아니 저놈의 체스말은 우주를 구할 물건이여 머여ㅋㅋ 가주 치고박고 싸우고 우렉까지 나와서 초토화될 분위긴데 게임 이지랄 ㅋ,0,2024-12-16 22:09,hate,0.92
113,183559,647,jhg8****,왜케 대사가 영어 직역한 느낌마냥 어색하냐,0,2024-12-16 21:44,clean,0.65
114,183559,647,네모젤리,자왕난 숨층 스토리부터 풀어라 작가야,0,2024-12-16 21:40,offensive,0.61
114,183559,647,네모젤리,진짜,0,2024-12-16 21:40,clean,0.59
115,183559,647,이재룡,그니까 트로이메라이의 죄와 숙원은 세상을 수인투성이로 만드는 신사적이고 이상적인 낙원화 계획이였다는건가...?,0,2024-12-16 21:17,offensive,0.62
116,183559,647,똘추새기,한 10년만에 온것같은데 아직도 하고있노 ㅋㅋㅋㅋ,1,2024-12-16 20:05,offensive,0.72
116,183559,647,똘추새기,베댓은왤케 화나 있고 ㅋㅋㅋ,1,2024-12-16 20:05,offensive,0.68
117,183559,647,Astray,시우 친구 있냐?,3,2024-12-16 18:54,offensive,0.64
117,183559,647,Astray,친구가 있었으면 이딴거 연재하라고 하지 않겠지,3,2024-12-16 18:54,hate,0.9
118,183559,647,nch,댓글들 징징거리는게 꼭 여의도 집회를 보는거 같음,-1,2024-12-16 18:49,hate,0.9
119,183559,647,비비드,내 인생 최고의 개 쓰레기 웹툰 👍🏻,1,2024-12-16 17:50,hate,0.94
120,183559,647,성은e,진짜 신의탑에는...,1,2024-12-16 17:17,offensive,0.66
120,183559,647,성은e,댓글 거의 안 달았었는데...,1,2024-12-16 17:17,offensive,0.66
120,183559,647,성은e,이젠 달아야 할 것 같습니다...,1,2024-12-16 17:17,clean,0.47
120,183559,647,성은e,묵혔다가 봐야 할 것 같아요....,1,2024-12-16 17:17,clean,0.5
120,183559,647,성은e,정말 침고 참고 쿠키 참고 한달 정도 안보고..,1,2024-12-16 17:17,clean,0.69
120,183559,647,성은e,그냥 무료로만 봐왔는데...,1,2024-12-16 17:17,clean,0.47
120,183559,647,성은e,그것마저 이제 힘들지경...,1,2024-12-16 17:17,offensive,0.73
120,183559,647,성은e,미안합니다,1,2024-12-16 17:17,clean,0.63
120,183559,647,성은e,작가님...ㅠㅠ,1,2024-12-16 17:17,clean,0.53
121,183559,647,고릴라,쿤이랑 라크 나오면 진짜 좋아요,0,2024-12-16 16:55,clean,0.8
122,183559,647,댄디가이민,진짜 너무한거 같아서....,1,2024-12-16 16:02,offensive,0.48
122,183559,647,댄디가이민,요즘 안보고 그냥 스크롤을 내린다....,1,2024-12-16 16:02,offensive,0.66
122,183559,647,댄디가이민,왜이래,1,2024-12-16 16:02,offensive,0.57
122,183559,647,댄디가이민,진짜...,1,2024-12-16 16:02,offensive,0.65
122,183559,647,댄디가이민,그림체는 난잡하고 스토리는 너무 정신없고;;;,1,2024-12-16 16:02,offensive,0.68
123,183559,647,akrgk,내가 알던 시우는 몇년전에 죽었다..,2,2024-12-16 15:24,offensive,0.55
123,183559,647,akrgk,지금 시우 대신 누가 스토리 쓰고있노ㅉㅉ,2,2024-12-16 15:24,hate,0.51
124,183559,647,델리크로스,욕설 남발에 그림체는 떡 같고 스토리는 산으로 가고 어이가 없네,1,2024-12-16 15:03,offensive,0.74
125,183559,647,천상의윤아,이 정도면 작가는 행방불명이고 연재는 해야되니 비슷하게 잘 그리는 사람 데려다놓고 연재하는거 같은데,1,2024-12-16 14:33,hate,0.82
126,183559,647,야생화,그림빼고 스토리만 올려주세요,1,2024-12-16 14:17,offensive,0.72
126,183559,647,야생화,그림은 상상하는게더좋을듯,1,2024-12-16 14:17,clean,0.67
127,183559,647,jogi****,근데 그 기준이면 밤도 친구 아닌듯ㅋㅋ 지맘대로ㅋㅋ,0,2024-12-16 14:01,hate,0.69
128,183559,647,95MPH,단행본17권 출간이 중요한게 아니라 뭔가 스크롤은 엄청 긴데 내용이 없음,0,2024-12-16 13:56,offensive,0.67
129,183559,647,ban,미리보기 별점 높은데 떡상했나요,0,2024-12-16 13:46,clean,0.5
129,183559,647,ban,선발대분들?,0,2024-12-16 13:46,hate,0.67
130,183559,647,lch9****,이젠 댓글만 보고 뒤로 감,1,2024-12-16 13:29,offensive,0.59
131,183559,647,YSP,되지도 않은 게임은 이제그만 끝내자파도지기 창지기 하던시절은 어디가고 체스말잡기나 하고잇냐 가주치트키 썼으면 잘써먹던가 되지도않은 확대컷으로 스토리만 산으로가네,1,2024-12-16 13:29,hate,0.79
132,183559,647,서재황,엔키두 전력은 뒤마보다 반수 아래쯤이고 악어랑 쿤은 일반 랭커쯤 되려나?,0,2024-12-16 13:28,offensive,0.5
133,183559,647,대롱이,"근데 몇화전부터 쿤, 밤 왜 벌컵되어있는건가요?",1,2024-12-16 13:27,clean,0.61
134,183559,647,김찬우,그냥 소설로 가자 웹툰은 재능이 없다,1,2024-12-16 13:21,offensive,0.58
135,183559,647,승 현,그러니까 이 모든 일의 원흉이 엔키두 이새끼라는거지?,0,2024-12-16 13:06,hate,0.94
136,183559,647,코코,"점점 더 스토리가 어디로 가고있는지도 모르겠고 전투씬보다 쓸데없는 대화, 화상이 너무 많고",1,2024-12-16 13:03,offensive,0.52
137,183559,647,김병준,카무사리,0,2024-12-16 12:53,offensive,0.61
138,183559,647,엘리노어,역겨워라 앤키두 동성애잖아?,0,2024-12-16 12:51,hate,0.96
138,183559,647,엘리노어,조명가게도 구역질나게 동성애코드 넣었던데 앞으로 대한민국도 pc천국 게이가 되는건가,0,2024-12-16 12:51,hate,0.95
138,183559,647,엘리노어,쯧/,0,2024-12-16 12:51,offensive,0.52
139,183559,647,102,아~~ 쿠키 안내고 보니까 속이 편안 하다 ~~,1,2024-12-16 12:49,clean,0.64
139,183559,647,102,개돼지 탈출은 지능순,1,2024-12-16 12:49,hate,0.96
140,183559,647,오대환,스토리 상으로 체스 시작한지 며칠 안된거죠?,0,2024-12-16 12:40,clean,0.52
140,183559,647,오대환,이상태면 언제 끝나려나,0,2024-12-16 12:40,offensive,0.72
141,183559,647,kens****,다 참겠는데 대사랑 표정이랑 안맞는 수준의 작붕은 못차겠다,1,2024-12-16 12:29,offensive,0.67
141,183559,647,kens****,진짜...,1,2024-12-16 12:29,offensive,0.65
142,183559,647,병덕,잘못된길을 가는 웹툰에게 별점1점을 주는것도 친구겠지,0,2024-12-16 12:21,offensive,0.71
143,183559,647,그림은그림이그림,콰 아 아 아 앙,1,2024-12-16 12:13,hate,0.81
144,183559,647,현의명인,친구 운운 ㅈㄹ하는거 개유치하고 ㅈ노잼,0,2024-12-16 12:02,hate,0.86
145,183559,647,sjdo****,매주 별점 1점 주러 온다.,1,2024-12-16 11:57,offensive,0.56
146,183559,647,옆동네도라이,유치하고 재미도없고 뭔내용임?,2,2024-12-16 11:25,offensive,0.7
146,183559,647,옆동네도라이,친구의 정의 알리는 교훈웹툰임?,2,2024-12-16 11:25,offensive,0.53
147,183559,647,콩냔,핵이 선녀다,1,2024-12-16 11:12,offensive,0.54
1,758037,186,jae,그 연예인 하던애 아닌가,0,2025-05-12 01:46,offensive,0.59
2,758037,186,정찰대,조슨 없는데 죠스로 보이냐,0,2025-04-29 05:45,hate,0.96
2,758037,186,정찰대,니.,0,2025-04-29 05:45,hate,0.9
2,758037,186,정찰대,ㅋㅋ. 조또없으면서.,0,2025-04-29 05:45,hate,0.93
3,758037,186,Leak2921,http://www.taktok.com/search?q=%dds23%ECC%91 구세라가 누른 링크,1,2025-04-27 23:47,clean,0.88
4,758037,186,로남,딥페이크...,0,2025-04-27 11:08,offensive,0.65
4,758037,186,로남,괜찮을지더,0,2025-04-27 11:08,clean,0.8
5,758037,186,시작하지,얘는?????,0,2025-04-14 19:59,offensive,0.47
5,758037,186,시작하지,첨보는 앤데??ㅋㅋㅋㅋㅋ,0,2025-04-14 19:59,offensive,0.72
6,758037,186,Qq,.,0,2025-04-12 09:46,hate,0.52
7,758037,186,울쩍한날,아니 너어어는!!!,0,2025-04-11 20:01,offensive,0.61
7,758037,186,울쩍한날,학생이잖아?!,0,2025-04-11 20:01,hate,0.83
7,758037,186,울쩍한날,이런 허무한건 아니길..,0,2025-04-11 20:01,clean,0.51
8,758037,186,달팽이,"현 한국에서 학폭에 대처하는법 : 1. 대놓고 가해자얼굴에 염산뿌리기, 2. 가해자 음식에 과량의 수면제 타기 3. 가해자가 폭력을 행사할때 칼로 찌르기",1,2025-04-10 13:54,hate,0.93
9,758037,186,eujin,어...,0,2025-04-09 17:43,offensive,0.66
9,758037,186,eujin,뭘까 누굴까?,0,2025-04-09 17:43,offensive,0.66
10,758037,186,김다희,맨날 휴재 처하노,19,2025-04-08 21:50,hate,0.69
11,758037,186,eujin,어 교.,0,2025-04-08 20:47,hate,0.63
11,758037,186,eujin,조.,0,2025-04-08 20:47,offensive,0.52
11,758037,186,eujin,챌 어디서 왔는지 알았다심소린!,0,2025-04-08 20:47,hate,0.86
12,758037,186,good****,미리보기가있는데 대체 미루는 이유가 뭐에요?,13,2025-04-08 00:48,offensive,0.7
12,758037,186,good****,진짜 이해가안되서 그럼,13,2025-04-08 00:48,clean,0.52
13,758037,186,청월,근데 요새는 왜 휴재 이유도 안 밝히냐?,28,2025-04-07 17:24,hate,0.79
14,758037,186,호롤로,이러는게 한두번도 아니고 계속 저러는거보면 진짜 점점 열받는다....,71,2025-04-07 15:10,offensive,0.67
14,758037,186,호롤로,휴재해서 죄송하다고 하거나 사유라도 직접 공지해주는게 작가로서 도리라고 생각이 안드냐??,71,2025-04-07 15:10,offensive,0.57
14,758037,186,호롤로,일주일 내내 기다린 독자들을 진짜 무슨 개호구로 아네ㅋㅋㅋㅋㅋ 어이가 없어서 진짜,71,2025-04-07 15:10,hate,0.53
15,758037,186,쿠키세계,이 웹툰은 휴재 겁나많이하네,22,2025-04-07 14:31,offensive,0.53
15,758037,186,쿠키세계,일부로 쿠키쓰게 만드는건가 휴재만 몇번쨰임,22,2025-04-07 14:31,offensive,0.7
15,758037,186,쿠키세계,미리보기에서 하나 풀어야지 휴재때 매번 쿠키쓰면서봤는데 이젠 그냥 안쓸란다,22,2025-04-07 14:31,offensive,0.65
16,758037,186,체시쿱시@scoupscherry,뭐야,0,2025-04-07 12:27,clean,0.56
16,758037,186,체시쿱시@scoupscherry,휴재....?,0,2025-04-07 12:27,offensive,0.69
17,758037,186,hoh0****,그래도 옆동네 초인물 그리는 섭이보단 낫잖아,7,2025-04-07 12:02,offensive,0.71
18,758037,186,Hellsing,세이브 원고가 아닌 거냐 ㅋㅋ,1,2025-04-07 09:18,offensive,0.55
19,758037,186,Hellsing,휴재때 펑크 안날려고 미리보기 웹툰 있는거 아니야? ㅋㅋ,62,2025-04-07 09:18,offensive,0.57
20,758037,186,hlz,아는 년인가,0,2025-04-07 09:05,hate,0.82
21,758037,186,청월,미리보기는 도대체 왜 안품?,14,2025-04-07 07:34,hate,0.56
21,758037,186,청월,쿠키 빨때만 쓰냐?,14,2025-04-07 07:34,hate,0.89
22,758037,186,vpdr****,렉카 웹툰 주제에 웬 휴재,1,2025-04-07 03:06,hate,0.95
23,758037,186,에이치,이웹툰은 휴재 겁나게하네,63,2025-04-07 02:28,offensive,0.54
23,758037,186,에이치,1위찍어놓고,63,2025-04-07 02:28,clean,0.82
24,758037,186,예,누군데...,0,2025-04-07 02:19,offensive,0.58
25,758037,186,qaz,이럴려고 미보있는줄 아는사람있을꺼같아서 댓글담 미리보기는 말그대로 다음이 궁금하면 미리보기위해 돈을주고보는거지,-1,2025-04-07 01:06,hate,0.61
25,758037,186,qaz,휴재할려고 미보를푸는게 아니잖아요,-1,2025-04-07 01:06,offensive,0.63
25,758037,186,qaz,그리고 그리궁금하면 300원 주고보시고요,-1,2025-04-07 01:06,offensive,0.66
26,758037,186,kmg,휴재 너무 자주한다 ㅋㅋ,52,2025-04-07 00:42,offensive,0.56
27,758037,186,buk,아니 무료본은 왜ㅜ안푸세요?,28,2025-04-06 23:22,offensive,0.5
28,758037,186,달콤한소녀,아니 누구냐고?,34,2025-04-06 23:13,hate,0.91
28,758037,186,달콤한소녀,휴재는 또 머야,34,2025-04-06 23:13,offensive,0.57
29,758037,186,llll,휴재면 미리보기만 휴재해라 ㅡㅡ,45,2025-04-06 22:55,offensive,0.67
30,758037,186,mis,그와중에 구세라 내가 죠스로 보이냐,0,2025-04-06 22:37,hate,0.93
30,758037,186,mis,이러면서ㅈ은 없어 이러네ㅋㅋㅋㅋ,0,2025-04-06 22:37,hate,0.79
31,758037,186,dju,ㅅㅂ내일월요일인데내월요일누가참교육해주냐..,2,2025-04-06 22:23,hate,0.81
32,758037,186,송재인,뭔일인데..?,-1,2025-04-06 17:54,offensive,0.61
32,758037,186,송재인,딥페이크는 또 뭐고??,-1,2025-04-06 17:54,offensive,0.65
32,758037,186,송재인,구글에 검색해도 뭐가 없는데?,-1,2025-04-06 17:54,offensive,0.69
33,758037,186,이규창,작가님 만잘알이시네,-17,2025-04-05 16:42,clean,0.69
33,758037,186,이규창,한림이 딥페이크 더주세요,-17,2025-04-05 16:42,hate,0.75
34,758037,186,달별이 YJ,휴재라니요ㅠㅠ,10,2025-04-05 15:12,clean,0.54
35,758037,186,혜윤,미리보기 타이밍이 1주씩 밀렸네왜 휴재인건가요,16,2025-04-05 13:10,offensive,0.68
36,758037,186,lhy,아 왜그래요,1,2025-04-05 08:35,offensive,0.52
36,758037,186,lhy,진짜,1,2025-04-05 08:35,clean,0.59
37,758037,186,dju,나만갑자기휴재뜸?,63,2025-04-04 22:54,offensive,0.73
38,758037,186,ty****,그래서 누군데,1,2025-04-04 13:13,offensive,0.47
39,758037,186,wen,잠재적 딥페이크 가해자들 개많네 ㅋㅋ,1,2025-04-03 17:47,hate,0.91
39,758037,186,wen,역겹다,1,2025-04-03 17:47,offensive,0.65
40,758037,186,jar,그래수 한림이 사진은 공유하자,-6,2025-04-03 13:16,offensive,0.66
41,758037,186,jar,걔는?,0,2025-04-03 13:16,offensive,0.52
41,758037,186,jar,누군데?,0,2025-04-03 13:16,offensive,0.52
42,758037,186,일일,아 현실에서 저런 가면을 쓰는거였어..?,0,2025-04-03 13:00,offensive,0.72
43,758037,186,이승호,금방 잡힐 것을 왜 하는지...,0,2025-04-03 12:15,offensive,0.51
44,758037,186,lim2****,이번소재는 동덕여대임?????ㅋㅋ,-1,2025-04-03 01:40,offensive,0.52
45,758037,186,토마스,구세라 링크 누를때 스미싱인줄..,0,2025-04-02 22:03,offensive,0.66
45,758037,186,토마스,어려분 이상한 링크 누르면 핸드폰에 있는 모든 정보가 털립니다.,0,2025-04-02 22:03,hate,0.6
45,758037,186,토마스,조심하세요.,0,2025-04-02 22:03,offensive,0.51
46,758037,186,꼬미꼬미,ㅎㅎㅎ,0,2025-04-02 17:40,clean,0.47
47,758037,186,qcv,잼네 ㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-02 17:34,clean,0.51
48,758037,186,qazw****,ㅁㅊ ㄴㄱ야,0,2025-04-02 13:45,hate,0.94
49,758037,186,잉여,작가가 그렸으니깐 그것은 딥페이크가 아니라 사실과 다름이 없다,1,2025-04-02 13:24,offensive,0.67
50,758037,186,gkr1****,참교육,0,2025-04-02 08:54,offensive,0.71
51,758037,186,dlq,ㅈ은 없다는 거 도랐나 ㅋㅋㅋㅋㅋㅋ,0,2025-04-01 23:03,hate,0.96
52,758037,186,zkj,나화진은 이미 어딨는지 층수 세고있는거 같은데,2,2025-04-01 22:39,offensive,0.71
53,758037,186,zero one,보고가요!,0,2025-04-01 19:13,clean,0.69
54,758037,186,방랑술사,임한림은 딥페이크네 ㅋㅋ,0,2025-04-01 17:50,offensive,0.66
55,758037,186,귀비나리,이치고?,0,2025-04-01 16:34,offensive,0.52
56,758037,186,야가스,ㅎㅎㅎ,0,2025-04-01 15:58,clean,0.47
57,758037,186,철종,댓글들 진짜 ㅋㅋㅋㅋㅋㅋ 가관 남초 수준,2,2025-04-01 11:36,offensive,0.49
58,758037,186,햄스터,한림눈나..,0,2025-04-01 10:42,offensive,0.53
59,758037,186,꿈나무,구세라가 죠스로 안보이면 임한림?,-1,2025-04-01 07:49,hate,0.91
59,758037,186,꿈나무,나태진????,-1,2025-04-01 07:49,offensive,0.69
59,758037,186,꿈나무,누가 죠시냐 ㅋㅋㅋ,-1,2025-04-01 07:49,hate,0.91
60,758037,186,sai,생각없이 라카칠하는 것들이 대가리 꽃밭이긴 하지..,0,2025-04-01 05:36,hate,0.95
60,758037,186,sai,동덕여대애 가해자들부터..,0,2025-04-01 05:36,offensive,0.67
60,758037,186,sai,반대다는 새기 애새기도 라카칠하다 잡혀간다,0,2025-04-01 05:36,hate,0.96
61,758037,186,정수진,분석력좋네,0,2025-04-01 02:44,offensive,0.53
61,758037,186,정수진,구세라는 직접 공격한거보니 교권국중에 제일 약해보였다는거니까 실제로도 그렇고,0,2025-04-01 02:44,hate,0.58
62,758037,186,dya,아 여기서 끊으시다니 ㅠㅠ흑흑,0,2025-04-01 00:07,clean,0.48
63,758037,186,Yougyoug,저거 걔인가 가출청소년 어른,0,2025-03-31 23:24,hate,0.51
64,758037,186,hee,막컷에 나온 여자 한참 전에 헬퍼에서 나왔던 여자 같은데,3,2025-03-31 22:43,offensive,0.61
65,758037,186,abc,누구냐누구냐누구냐ㅜ,0,2025-03-31 22:39,clean,0.55
66,758037,186,HSB0508,예고 썸넬 턱 긴거 보니까 전에 청소년 애들 성매매 하던 그 여자 아님?,0,2025-03-31 22:36,hate,0.94
67,758037,186,낑깡꽁,아 진짜 누군데ㅠㅜㅠ누구뉘ㅣㅝㅡㅜㅜ,0,2025-03-31 22:35,hate,0.66
68,758037,186,kok,ㅗㅜㅑ,-1,2025-03-31 22:00,offensive,0.69
69,758037,186,우기스,임한림ㅇㄷ,0,2025-03-31 21:00,clean,0.81
70,758037,186,남간,와후,0,2025-03-31 20:49,offensive,0.55
71,758037,186,eun,아니 그래서 찍은 사진은?,0,2025-03-31 20:30,offensive,0.65
72,758037,186,rih,상금말하는거보니까 일부로 돈걸고 교권국 조지기 챌린지하는듯,0,2025-03-31 20:03,hate,0.94
73,758037,186,cjc,근데 나화진 학교 주위에서 흡연 아님....?,0,2025-03-31 19:25,offensive,0.61
74,758037,186,ㅇㅅㅇ,요즘 굳이 저렇게 어렵게안해도 cctv로 동선다따면 금방 잡으니까 남의 물건 파손하지마십쇼,0,2025-03-31 18:34,hate,0.72
75,758037,186,noa,교조첼이 교권국한테 조져지기 컨탠츠 인듯,189,2025-03-31 17:53,hate,0.67
76,758037,186,gren****,여기서 자른다고???,1,2025-03-31 17:29,offensive,0.69
76,758037,186,gren****,장사 잘하네,1,2025-03-31 17:29,offensive,0.71
76,758037,186,gren****,작가양반..,1,2025-03-31 17:29,offensive,0.7
77,758037,186,bar,와 보소,0,2025-03-31 17:23,offensive,0.44
78,758037,186,gen,얘는?,0,2025-03-31 17:11,hate,0.64
78,758037,186,gen,누군데?,0,2025-03-31 17:11,offensive,0.52
79,758037,186,무르시엘라고,ㅋㅋㅋㅋ 세라는 ㅈ은 없고....,-2,2025-03-31 16:01,hate,0.95
79,758037,186,무르시엘라고,씹은 있지...,-2,2025-03-31 16:01,hate,0.94
79,758037,186,무르시엘라고,씹으로 본거야,-2,2025-03-31 16:01,hate,0.95
80,758037,186,tai,학교에서 웹툰을 보는데 되게 쫄립니다...,3,2025-03-31 15:54,clean,0.5
81,758037,186,리,다음화요,1,2025-03-31 15:38,clean,0.62
82,758037,186,Sari,ㄴㅇ0ㅇㄱ 상상도 못한 정체,0,2025-03-31 14:39,hate,0.62
83,758037,186,JSD,은밀한 일상은 좀 보고싶네,-2,2025-03-31 14:12,clean,0.5
84,758037,186,Regenshine,적가님 이렇게 서비스씬을 주시네ㅋㅋㅋㅋ,1,2025-03-31 12:51,hate,0.82
84,758037,186,Regenshine,압도적 감사!,1,2025-03-31 12:51,clean,0.44
85,758037,186,최재환,개과천선 한줄만 알았던 애들이려나?,1,2025-03-31 12:29,offensive,0.63
86,758037,186,팡이,웹툰 구세라 인줄,0,2025-03-31 12:14,offensive,0.49
87,758037,186,sun,누군가가 교도챌에 상금걸어서 지금까지 교권국한테 당했던 놈들이 복수하는 시나리오 같은데ㅋㅋㅋ,1,2025-03-31 12:12,hate,0.85
88,758037,186,OO,뭘 위해서 저리하나,0,2025-03-31 11:55,offensive,0.68
89,758037,186,가즈아,찐따들이 잡힐까봐 쫄려서 얼굴 가리는 꼬라지ㅋ,1,2025-03-31 11:49,hate,0.96
90,758037,186,김웅영웅김,누누누누구세요..?,0,2025-03-31 11:43,hate,0.76
91,758037,186,도라에몽,누군데???????????????,0,2025-03-31 10:36,offensive,0.63
92,758037,186,살아남자,뭐~~,0,2025-03-31 10:10,offensive,0.48
93,758037,186,sounhong park,끈는거 예술이네 몰아서 봐야지,-1,2025-03-31 09:23,clean,0.68
93,758037,186,sounhong park,이런거에 쿠키쓰는 사람들있겠지??,-1,2025-03-31 09:23,offensive,0.62
93,758037,186,sounhong park,있을거야 호구되는거죠,-1,2025-03-31 09:23,hate,0.53
94,758037,186,결마로대사자,와 씨 여기서 다음 화라니 ㅋㅋㅋㅋㅋㅋㅋ,0,2025-03-31 09:19,offensive,0.62
95,758037,186,jung****,임한림이 딥페이크에 빡친 이유는 딥페이크 합성으로 몸매 너프당해서임ㅋㅋㅋ,501,2025-03-31 09:08,hate,0.91
96,758037,186,섬전무영,오.,0,2025-03-31 08:55,clean,0.75
96,758037,186,섬전무영,역시 계획이 다 있었군.,0,2025-03-31 08:55,offensive,0.62
97,758037,186,과묵한 헛개차,딥페이크는 엄한 처벌을 받아야함...,2,2025-03-31 08:42,offensive,0.55
98,758037,186,AAA,솜솜이들??,-1,2025-03-31 08:38,offensive,0.59
99,758037,186,심심해,쟤들 대장전 보면 교권국에게 덤빈다는 생각 뇌에서 삭제 될탠데,0,2025-03-31 08:31,hate,0.93
100,758037,186,성빈,.,0,2025-03-31 08:30,hate,0.52
101,758037,186,승승장구,누구야?,0,2025-03-31 08:29,hate,0.72
101,758037,186,승승장구,아는 애들이야?,0,2025-03-31 08:29,offensive,0.61
102,758037,186,Love flog,인생은 구세라처럼.,0,2025-03-31 08:18,hate,0.53
102,758037,186,Love flog,뭔가를 당하면 복수하기,0,2025-03-31 08:18,offensive,0.46
103,758037,186,미남베짱이,흠 이렇게 안끊어도 내용만 재미있으면 볼텐데...,0,2025-03-31 08:12,offensive,0.45
103,758037,186,미남베짱이,에효,0,2025-03-31 08:12,offensive,0.47
104,758037,186,BMW 520i,누구지?,0,2025-03-31 08:12,offensive,0.58
105,758037,186,비올레,세라랑 카톡하는거백준수인가,2,2025-03-31 08:03,clean,0.61
106,758037,186,금붕어,얘는?,0,2025-03-31 08:02,hate,0.64
106,758037,186,금붕어,스펀지밥 친구 💩인데요?,0,2025-03-31 08:02,clean,0.5
107,758037,186,테리우스,국가와 전쟁을 선포한다,0,2025-03-31 08:01,offensive,0.51
108,758037,186,유과장,민주당윈이네,-1,2025-03-31 07:48,offensive,0.74
109,758037,186,알파,하필 건드려도 구세라를 ㅋㅋ,0,2025-03-31 07:46,offensive,0.68
110,758037,186,베니엇,여기서 끊는다고?,0,2025-03-31 07:45,offensive,0.64
111,758037,186,청새치 4번대,이번화 소설 알림이.,1,2025-03-31 07:31,clean,0.73
111,758037,186,청새치 4번대,. .,1,2025-03-31 07:31,offensive,0.64
111,758037,186,청새치 4번대,. .,1,2025-03-31 07:31,offensive,0.64
111,758037,186,청새치 4번대,. .,1,2025-03-31 07:31,offensive,0.64
111,758037,186,청새치 4번대,. .,1,2025-03-31 07:31,offensive,0.64
111,758037,186,청새치 4번대,. .,1,2025-03-31 07:31,offensive,0.64
111,758037,186,청새치 4번대,. .,1,2025-03-31 07:31,offensive,0.64
111,758037,186,청새치 4번대,. 어디부터 어디까지에요?,1,2025-03-31 07:31,offensive,0.62
112,758037,186,최재정,어?,-3,2025-03-31 07:26,offensive,0.57
112,758037,186,최재정,이런 결말은 항상 전통적으로 1점입니다.,-3,2025-03-31 07:26,offensive,0.57
112,758037,186,최재정,아시는분이 ㅋㅋ,-3,2025-03-31 07:26,offensive,0.55
113,758037,186,jtmi****,얘는 뭐,0,2025-03-31 07:09,offensive,0.58
114,758037,186,맑은바람,ㄷㄷ,0,2025-03-31 06:52,clean,0.67
115,758037,186,최,"딥페이크가 얼마나 무서운 건데 다들 감사하다며, 작가님 서비스라는 말을 서슴없이 하네요;",-1,2025-03-31 06:40,offensive,0.73
116,758037,186,dkfl****,스포해줄 사람,0,2025-03-31 06:32,offensive,0.5
117,758037,186,궁디팡팡,거니거니거니 ..,0,2025-03-31 05:09,offensive,0.55
118,758037,186,RJWS43,역시 용가리통뼈 구세라,0,2025-03-31 05:04,offensive,0.68
119,758037,186,릴케,오오 뷰리풀~,2,2025-03-31 04:23,offensive,0.4
120,758037,186,icho****,얘는 !,1,2025-03-31 03:43,hate,0.54
120,758037,186,icho****,누구지 ?,1,2025-03-31 03:43,offensive,0.58
121,758037,186,종이배,여기서 끊는다고?,0,2025-03-31 03:37,offensive,0.64
122,758037,186,아멜,아 이걸 여기서 끊으시면 ㅠㅠ,0,2025-03-31 02:34,clean,0.54
123,758037,186,kev,d,0,2025-03-31 02:26,clean,0.62
124,758037,186,star****,근데 구세라가 몇 대 쳐맞는건 기본으로 상정해놓고 움직인거네ㅋㅋㅋㅋㅋ,0,2025-03-31 02:20,hate,0.94
125,758037,186,pretend,이야~!,0,2025-03-31 02:17,clean,0.67
125,758037,186,pretend,이집 장사잘허네~~,0,2025-03-31 02:17,offensive,0.46
126,758037,186,CONCORD,신태일,0,2025-03-31 02:04,clean,0.55
127,758037,186,소금맛꿀,빠꾸없는 놈들이 참 많네,0,2025-03-31 01:40,offensive,0.51
127,758037,186,소금맛꿀,그것도 정부 기관을 상대로 ㅋㅋㅋ,0,2025-03-31 01:40,offensive,0.65
128,758037,186,아르테미스,ㅋㅋㅋ 그래 요욜심히 지져라,0,2025-03-31 01:13,offensive,0.55
129,758037,186,zzan****,극우 폭도들 ㅋㅋ 아닌가,-5,2025-03-31 01:07,hate,0.96
130,758037,186,장태규,한림체육관 버전 임한림이 머리 기르고 분내향 좀 내면 딱 지금 딥페이크 같을 듯 ㅋㅋㅋ,0,2025-03-31 01:03,hate,0.77
